id,label,n_tweets,n_mentions
8133,aclufl,0,1
8134,wonderanimals,2,0
8135,_infolibre,0,1
8136,olivewo17662183,1,0
8137,fox43372330,1,0
8138,goddessinlondon,1,0
8139,celebrantrach,0,1
8140,zandolove,0,2
8141,theshopsdt,4,0
8142,marikagaga,0,1
8143,pinedacovalin,0,1
8144,biwuaht,0,1
8145,rovive,0,1
8146,stronmon_214,1,0
8147,nievas_karen,1,0
8148,545maittp,1,0
8149,conexxionpop,1,0
8150,cgcdmx,0,1
8151,leonelc71112354,1,0
8152,lagimenagomez,0,2
8153,heijoanne,1,0
8154,jeon_minyk,0,2
8155,unidas_cr,1,0
8156,juliperezro,1,0
8157,jmhierro71,1,0
8158,1ru0131tip,1,0
8159,cocoaxxa,0,1
8160,impeldown_,1,0
8161,elchicoquelees,1,0
8162,aristemosmile,1,0
8163,rodrigin64,1,0
8164,mariajo88930351,1,0
8165,adriii145,2,0
8166,m_juhrob,1,0
8167,antoniofquesada,1,0
8168,lgbthm,6,0
8169,globalshakers_,1,3
8170,janetmock,0,65
8171,alicenkom,0,1
8172,gothhtwink,1,0
8173,superpunchygirl,1,0
8174,ccplus,1,3
8175,yayoibowery,2,2
8176,vanitatis,1,0
8177,pablosarrion,0,1
8178,othreens,1,0
8179,eurogamer,0,2
8180,abbitchio,1,0
8181,bieberxjoon,1,0
8182,richmondrnews,1,0
8183,taylorsixrr,0,1
8184,teamfox,1,0
8185,manugar20304221,1,0
8186,801bikichan,1,0
8187,soydevs,0,2
8188,jwylie36,2,1
8189,osbornerecruits,0,1
8190,quenonospudran,1,0
8191,earissuh,1,0
8192,vanesamarinrui2,1,0
8193,gardenergames,0,1
8194,testiculosr,1,0
8195,slaanesh_adria,0,2
8196,fnutxyj0mxdit4i,1,0
8197,briankirt,1,0
8198,kassedout,0,1
8199,_iam_moran,1,0
8200,nicoa_aging,2,0
8201,ypr_67,1,0
8202,n3ssietheness,1,0
8203,awildlupidragon,2,0
8204,juli_cruz516,1,0
8205,ferynicole179,2,0
8206,fer_dansw,4,14
8207,queensrt,0,14
8208,tomiponce4,2,0
8209,pelodebomba,0,2
8210,lisajm527,1,0
8211,talkdesk,0,2
8212,surabhi64539925,1,0
8213,lucasl05,4,0
8214,bibliobellvitge,3,3
8215,bibliotequesxbm,0,2
8216,bibliotequescat,0,2
8217,xdespiadado1,12,3
8218,marta_managerwa,0,3
8219,promotorwa,11,3
8220,zupergeil40,0,6
8221,pornmexmty,0,3
8222,irislut69,0,3
8223,milos21380502,0,1
8224,damashermosas,0,3
8225,chicasexytw,0,3
8226,kapi_kapitan,1,0
8227,hakunamataza,0,1
8228,thokozanichili,1,0
8229,erendiritas,0,6
8230,glorypatri,1,0
8231,ramonesmiranda,1,0
8232,geeliganstache,2,0
8233,educonnectionz,0,1
8234,davidsetien,1,0
8235,jusapol,1,0
8236,toxstorm,3,0
8237,riringo765,1,0
8238,madisonaldems,2,0
8239,kim_mccutcheon,1,0
8240,steban_spinola,1,0
8241,patoarellano,0,1
8242,freedomlgbtq,2,2
8243,bristolpride,0,3
8244,bristolcouncil,0,3
8245,shipambrosia,1,0
8246,revloveproject,0,1
8247,gabypach,1,0
8248,victoria147org,0,1
8249,bladicalde,1,0
8250,valpal_nic,0,2
8251,sakura199320,1,0
8252,carliferran,0,2
8253,hedonesra,1,0
8254,light_rises,1,0
8255,foxcyen,0,1
8256,jenifercarito,1,0
8257,joventwetteroo,1,0
8258,macm500,1,0
8259,marlendlarosa,0,1
8260,ninyrivas,1,0
8261,luciabelem04_,1,0
8262,alumiinihusky,1,0
8263,bibliomanlleu,1,0
8264,rafacuencagamiz,0,1
8265,monicaic89,1,0
8266,bodegainiesta,0,1
8267,tendenzadisagio,1,0
8268,chichabruja,1,0
8269,khastell,0,1
8270,gharrulys,1,0
8271,sfetsy,1,0
8272,scarfspree,0,1
8273,baconsakana,1,0
8274,roseaimante,1,0
8275,emiipacheco3,1,0
8276,objective_geek,1,1
8277,francescamc95,0,2
8278,tslucywhite,4,0
8279,billie_peerless,0,1
8280,mark_hassell,0,1
8281,adultworkcam,3,4
8282,tha_castro8,1,0
8283,tambakidigital,0,2
8284,fenrir_furry,3,0
8285,polisciatnu,2,0
8286,csddatnu,0,1
8287,laralaralarita9,1,0
8288,tammy_weeden,1,0
8289,og_courts,2,0
8290,daampodcast,0,3
8291,rosabag,1,0
8292,noroblog,1,1
8293,korayyariz,0,2
8294,ofreixanet,1,0
8295,26_georgiana,0,1
8296,lainielongchu,1,0
8297,barbarat09,2,0
8298,benmearns,0,1
8299,sashnhs,0,1
8300,tomgray56,1,0
8301,radfinch,1,0
8302,aydeegonzzalezz,2,0
8303,lawbreaker69420,1,0
8304,tunes_tmz,1,0
8305,iamyanetgarcia,0,125
8306,nailbiter_cat,1,0
8307,janwithnojams,1,0
8308,ayetherestherob,1,0
8309,navaismo,1,0
8310,tonyy_stinson,1,0
8311,isabelsaeez,1,0
8312,matte_kishor,1,0
8313,storyhaikutanka,0,1
8314,vickyslyth_,1,0
8315,elmachoaguero,1,0
8316,empathic_dev,2,0
8317,nasagoddard,0,16
8318,nasahubble,0,16
8319,leticionetomas,1,0
8320,aiissonofodin,1,0
8321,yannickiero,1,0
8322,softballa0520,1,0
8323,camizalazar_,1,0
8324,vickyalmada_,0,2
8325,dianavarelagar8,1,0
8326,olivelvet,0,2
8327,jigglycaliente,0,2
8328,yuhuahamasaki,0,2
8329,thechelseapiers,0,2
8330,_multifandom23,1,0
8331,adriansaezmadr,1,0
8332,site_frfl,1,1
8333,alexreadsboooks,0,1
8334,famosasmundial,1,0
8335,jamie7keller,1,0
8336,tarmokat,0,3
8337,br_webb,1,0
8338,stoli,0,7
8339,claudioleguiz,2,0
8340,victordaher,0,1
8341,vale_noguez,1,0
8342,btch28329399,1,0
8343,layeli1341,0,1
8344,pp_irixoa,1,0
8345,coupleseekerpue,2,0
8346,dillonsharer,1,0
8347,felipepparra,1,0
8348,jiibarraa,0,1
8349,carlosbeto19741,2,0
8350,luizhnrque,1,0
8351,thalysf1_,0,1
8352,projetoaep,3,0
8353,moon_cinnamoon,0,1
8354,nreishka,1,0
8355,freemanco,1,0
8356,capitalone,0,1
8357,trampita8,3,0
8358,owlcereal,1,0
8359,adrianj40915343,1,0
8360,hafid_romero,1,0
8361,hekglez,0,4
8362,tmpuuccc,2,0
8363,livemusicblog,0,1
8364,lovewhisper_mp3,1,0
8365,soompi,0,1
8366,qxeenash,1,0
8367,guiaugustoborba,0,1
8368,jade87065064,1,0
8369,fernand45531273,1,0
8370,janiezuniga42,4,0
8371,nattcityy,0,1
8372,nikkietutorials,0,1
8373,gabsanha,1,0
8374,beygaybriel,0,1
8375,jack_trested,1,0
8376,rebeldesexxx,2,1
8377,eiintenso,0,1
8378,naiime,3,2
8379,noemi_panero,1,0
8380,yoseling97,1,0
8381,magui96cast,1,0
8382,loregioitta,1,0
8383,caroluchina,0,1
8384,tudortweep,1,0
8385,juu_higa,1,0
8386,bancadasereias_,0,1
8387,vanesauam,1,0
8388,x_x_df,1,0
8389,blackvelvet_mx,0,1
8390,bembeyazgece,1,0
8391,dolukadehitt,0,14
8392,mamenarsenio,1,0
8393,mariajoshv,1,0
8394,epiqsystemsor,1,0
8395,dukeathletics,0,1
8396,peterboroughone,1,0
8397,cotswoldoutdoor,0,1
8398,fairytaletricks,1,0
8399,thesiliconhill,2,0
8400,oscarmarroco,2,0
8401,janayaish,0,1
8402,exememexe,0,1
8403,manuelmulascast,1,0
8404,estherarroyo7,1,0
8405,psanz18,1,0
8406,hecheresb,0,1
8407,just_another_bi,1,0
8408,ccariprensa,2,0
8409,daiananahircor2,1,0
8410,diana31karina,1,0
8411,fedefulini,0,1
8412,nalgas_vzla,2,0
8413,o4note,2,0
8414,verito15golfas,1,0
8415,gilbertoemilia4,2,0
8416,bustosm_,1,0
8417,8_veces_yo,1,0
8418,laraskupin_,1,0
8419,rociiosanchez07,1,0
8420,tallchihuahua,1,0
8421,florakitz,2,0
8422,its_lgbt,1,0
8423,alexbe_gmb,0,1
8424,c_koi_raf,1,1
8425,_chris2308,1,0
8426,filthynob,0,1
8427,_justjomaom_,1,0
8428,odusees,1,0
8429,odulibraries,0,1
8430,everestmiguel,0,1
8431,ibestmistake1,0,1
8432,dspinelli_,1,0
8433,valentinamarn8,1,0
8434,bmichaelamerica,14,1
8435,harlempride,0,1
8436,donlemon,0,4
8437,maddow,0,1
8438,iamwandasykes,0,2
8439,robinroberts,0,1
8440,buzzfeedlgbt,0,3
8441,lgbtcenternyc,0,3
8442,iwriteallday_,1,0
8443,adrianxpression,0,1
8444,moralika3,1,0
8445,anamerino5026,1,0
8446,act1wally,1,0
8447,dpdenman,0,1
8448,roldanfj1,1,0
8449,siroleonhart24,3,1
8450,janayumi,0,2
8451,sandra240313,0,2
8452,julietamariel_,1,0
8453,suna_dasi,0,1
8454,valen4pane,1,0
8455,carlaantonelli,1,0
8456,jhonnaexx,1,0
8457,oswald2508,1,0
8458,diazjiluth,1,0
8459,protopx,0,1
8460,afor1966,3,0
8461,romina1003,1,0
8462,umihyu,0,3
8463,antonioolimel,1,0
8464,fdcradio,0,1
8465,efravm19,1,0
8466,sdomenechmiguel,1,0
8467,markbotech,4,0
8468,delisaatredhat,0,1
8469,redhat,0,6
8470,danielaflujoshi,1,0
8471,cavee_zz,0,1
8472,cher,0,12
8473,tere_102,1,0
8474,rcmpcsm_smcgrc,1,0
8475,gabriel09159756,1,0
8476,traceybetty3,1,0
8477,sho_shameless,0,23
8478,rafa59512893,1,0
8479,vwcanarias,0,1
8480,bearfromchicago,1,0
8481,sawright,7,0
8482,repkclark,0,4
8483,betsydevosed,0,3
8484,usedgov,0,3
8485,repchrispappas,0,4
8486,nwlc,0,4
8487,michaelaklett1,1,0
8488,maymay51608,0,1
8489,huichomoncho,1,0
8490,feellike_home_,1,0
8491,marferrnandess,1,0
8492,pandafoxt,0,1
8493,netizendissent,2,0
8494,thodega8,1,0
8495,mattthegamergod,1,0
8496,adrianpeinicura,1,0
8497,nestaresthais,1,0
8498,_bernardg,1,0
8499,zacsunbro,1,0
8500,toa_freak,0,10
8501,mazharulalam25,1,0
8502,ultra_lunazac,1,0
8503,algomo,0,1
8504,pepedelahoz,1,0
8505,tamerlamteatro,0,1
8506,dybalaisrael21,2,0
8507,bellargtop,0,2
8508,adoreyiu,1,0
8509,angiexsalazar,1,0
8510,baudoap,0,1
8511,javieru05673514,1,0
8512,sandranoexiste,1,0
8513,camiyashiro24,3,0
8514,puromoco,0,1
8515,burberry,0,2
8516,nataliemigliore,1,0
8517,wfuvnews,0,1
8518,cookie_od,1,0
8519,koss_kiseki333,1,0
8520,capital_finserv,1,0
8521,fenergo,0,1
8522,pucklatam,2,0
8523,shakespeareblog,0,2
8524,tjklune,0,2
8525,marysoul,1,0
8526,poetsorg,1,21
8527,barebackerobta,2,0
8528,machobbcom,0,2
8529,apelofilms,3,2
8530,cactus_corvid,1,0
8531,apelofilmseng,0,1
8532,sicfric,1,0
8533,natgeo_la,0,1
8534,mrambitious12,1,0
8535,ffchll,1,0
8536,soren_revvy,2,0
8537,kazul9,1,0
8538,yingdraws,0,8
8539,maricaloiaro,3,0
8540,acnuramericas,0,174
8541,markmanly,0,175
8542,visualpetronio,1,0
8543,miriamminguez,3,0
8544,lsalome2,5,0
8545,mariesun_2000,1,0
8546,luciaruizmateo1,1,0
8547,letsgosocial,1,0
8548,diegoal92904603,1,0
8549,tboymb,8,0
8550,lisadmeyer,1,0
8551,tasionite,1,0
8552,ferrarifaiz,2,0
8553,jaguarusa,0,1
8554,shesagent,0,1
8555,meganrmacmillan,1,0
8556,diego90999,1,0
8557,perona10690463,2,0
8558,vvictorianton,0,1
8559,psoe,0,3
8560,theweddingdjmx,1,0
8561,vistaflorsm,0,1
8562,nil_cat1,1,0
8563,catalannews,0,1
8564,hpavilaporto,3,0
8565,camzreally5h,3,0
8566,ashadahya,1,0
8567,girltalkhq,0,1
8568,ivyprice99,1,0
8569,dshapmentor,3,0
8570,imperialcourtny,0,5
8571,wyojudyshepard,0,5
8572,aetenae,1,0
8573,paulaboneti,0,4
8574,nathalycastril2,3,0
8575,anveeloum,1,0
8576,isaagonzalez79,1,0
8577,gayydreaming,1,15
8578,soptec24,3,0
8579,impatvish,1,0
8580,luisang05100376,1,0
8581,chimmida,1,0
8582,nationalnurses,1,0
8583,nnubonnie,0,2
8584,patriciodeluca,2,0
8585,xime_rr,0,1
8586,growdigschool,0,1
8587,vulken17,3,4
8588,coinbase,0,2
8589,proudmoneyworld,2,5
8590,brian_armstrong,0,2
8591,reinavieiram,1,0
8592,allforrbd,3,0
8593,gerardyjov,1,0
8594,lucia10rt,1,0
8595,rubenguzmanv85,5,0
8596,lacollphoto,0,1
8597,unmimo_,2,0
8598,carmeloalamorod,1,0
8599,regretfulegg,1,0
8600,valeriagarza4,3,0
8601,footedianne,2,0
8602,fuxsayxx,0,1
8603,x_aelizabeth,0,1
8604,aroupchatterjee,1,0
8605,taslimanasreen,0,4
8606,lrc181,1,0
8607,masara48810945,1,1
8608,tzantzi,0,1
8609,keepfur,1,0
8610,irhystay,1,0
8611,zhivagosaurus,1,0
8612,ejanel,0,1
8613,miriamriquelm19,1,0
8614,pciviltorre,0,1
8615,dandiazmayorga,3,0
8616,supahsmart,1,0
8617,victorcallas,1,0
8618,gadelagarza,0,3
8619,kika_becker,3,0
8620,daragh_murray,4,0
8621,katya_khateeb,0,1
8622,mttbassetti,0,1
8623,essexhrc,0,1
8624,cpride2019,2,3
8625,no_homofobia_rd,3,0
8626,leorh7,1,0
8627,clarkehamel,2,0
8628,limebike,0,1
8629,fanaletfernando,1,0
8630,agronomatropic,1,0
8631,filmbuff62,1,0
8632,cbseveningnews,0,1
8633,penny_g,1,0
8634,rzanna19,1,0
8635,zaki_eri,1,0
8636,jeacbo,1,0
8637,superbritanico,0,1
8638,mxexpectro,2,0
8639,bloodredskyblue,1,0
8640,tatatatachan_,1,0
8641,rominitatb,3,0
8642,rosariva4,0,1
8643,baronb193,0,1
8644,michelleking66,11,0
8645,ajamazings,1,0
8646,melserratti,0,11
8647,fifthharmonyvia,1,0
8648,euheinale,3,0
8649,mrssarahcheryl,1,1
8650,propaganda_6_21,1,0
8651,katx_fish,2,1
8652,goronic,0,1
8653,mitchw7959,1,0
8654,silviacalvente_,1,0
8655,foxtves,0,1
8656,nrqblanco,1,1
8657,dear_motta,3,0
8658,obi_juan7,3,0
8659,gueritottapia92,1,0
8660,cexylia,1,0
8661,violetaoff,1,0
8662,lechuzacensura1,0,1
8663,gabs_camps,3,0
8664,masky_jay_hoody,1,0
8665,guia_mispasos,2,0
8666,consentidachile,0,1
8667,quetemuevas,1,0
8668,ssnllano,1,0
8669,bullshit_2003,1,0
8670,genttaylor,1,0
8671,itsthatalright,1,0
8672,iamemanuelcor,0,1
8673,alanleporace,1,0
8674,lucaahenri1,1,0
8675,federicodevito,0,2
8676,breathemyfire,1,0
8677,rebe__0320,1,0
8678,jorge_medina_99,0,1
8679,pscbaix,1,0
8680,cindy_rando,0,1
8681,madonnalov,8,0
8682,meetmadonna,0,3
8683,guyoseary,0,3
8684,kellybushnovak,0,3
8685,mightyzee,0,3
8686,madonnanation,2,7
8687,mdnamafia,0,5
8688,mr_rosewolf,1,0
8689,anitavarona13,1,0
8690,ruth_tangi,1,0
8691,poncho55563999,3,0
8692,alysacevedopere,1,0
8693,belujuanto,0,1
8694,excelsior,3,0
8695,tutsirouge,0,1
8696,stividetivi,0,1
8697,adrianruizv,0,2
8698,go2richard,1,0
8699,lenin_starlyn,3,0
8700,kyngtearz,2,0
8701,sa_roux,1,0
8702,lunuezar,1,0
8703,venezuelienne55,1,0
8704,cees_estevez,2,1
8705,onlymodels24x7,1,0
8706,jorgemariomata,3,0
8707,lsycophante,1,0
8708,tpmpt_,0,3
8709,getthiswork82,1,0
8710,montour_melissa,1,0
8711,_bored_____,3,0
8712,aemic17,1,0
8713,pancherifanses,5,1
8714,queer_spice,2,0
8715,potenspuella,1,0
8716,yusuke09973204,1,0
8717,yijyasjczh4ggwo,0,2
8718,itsking_candy_,1,0
8719,tonicerotic,7,0
8720,17jordani,1,0
8721,cj_cabo,3,0
8722,tkg__m,1,0
8723,mariner14350419,1,0
8724,mmmbango,0,1
8725,berlinsandra78,3,0
8726,queerspiegel,0,1
8727,vivanicaragua13,0,1
8728,rulozgz7,1,0
8729,la_adl,2,0
8730,harrys_onlykiwi,1,0
8731,cafesit71939898,1,0
8732,blkmymorris,3,0
8733,foftyj,12,1
8734,50cent,0,5
8735,claudia80774493,1,0
8736,andyromo100,7,0
8737,freebirdflying2,1,0
8738,lockedin221b,0,1
8739,manu1815,1,0
8740,cb765,1,0
8741,nursemats,1,0
8742,umichnursing,0,2
8743,just_almi,1,0
8744,loganwicke,1,0
8745,haruspis,1,0
8746,dan_cv_,1,0
8747,jahalcuadrado,1,0
8748,alchemyjosh,1,0
8749,dontbelieve4you,1,0
8750,s_a_b_i_n_n_a,0,1
8751,lens_rjs,2,0
8752,windthin,0,2
8753,timesofisrael,0,2
8754,trem_ll,1,0
8755,peepshowhime,0,1
8756,_mlsbcele_,1,0
8757,breenheredia,0,1
8758,restodelmundo13,1,0
8759,vigilanteartist,0,2
8760,nany_dm,3,0
8761,rodreaux,3,0
8762,koka2q1,1,0
8763,raylanavb,1,0
8764,caterinapasc,1,0
8765,dangerdelta2,1,0
8766,iamfrancogomez,1,0
8767,diegomtroffe,0,2
8768,howtoojj,4,0
8769,thegayshopuk,0,1
8770,joangrupteraphy,1,0
8771,sdeibar,0,1
8772,nihilnecnemo,1,0
8773,artetxe123,1,0
8774,hoseokmizolcito,1,0
8775,smokelifecom,1,0
8776,paulleary,1,0
8777,iwicho2,3,0
8778,mlouttit,1,0
8779,globaldan,0,2
8780,_kimpuppy,1,0
8781,artronys,1,0
8782,ufrj,0,4
8783,ticherclau,1,0
8784,moyoyogurt,0,1
8785,_pasttense_,8,0
8786,harlemhatcher,2,0
8787,delshores,0,1
8788,wcruz73,0,2
8789,astrocolombian,2,0
8790,chadknelson,1,0
8791,therecord,0,1
8792,nakithycurious,1,0
8793,faenzaron,1,0
8794,julipaccamiccio,1,0
8795,solerocchi,0,2
8796,notvaryag,1,0
8797,landalace2,0,2
8798,juanmar77,1,0
8799,olgita0101,1,0
8800,jeffreyguterman,0,2
8801,leightonlilyy,2,0
8802,goldengalaxy69,1,0
8803,iitssomebody,2,0
8804,furui_yume,0,1
8805,danivicente9,1,0
8806,cbutrera,0,1
8807,wdg_07_31,1,0
8808,oceanoarg,2,0
8809,arturovalero3,3,0
8810,bierzolibre56,1,0
8811,esdeprozacgirl,0,1
8812,amyfuller,1,0
8813,fjord,0,1
8814,jaofanspwr_,1,0
8815,matildeferri,1,0
8816,jehoyle1971,2,0
8817,mana_nonu,1,0
8818,ay_jay57,0,1
8819,josegut82144897,1,0
8820,mutanymonk,1,0
8821,_princenugget,1,0
8822,mfiznava,4,0
8823,hugogloss,0,3
8824,quemacontece,0,6
8825,lehighu,1,1
8826,muhlenberg,2,2
8827,betohernandez_,2,0
8828,tasuhari_mx,0,1
8829,elfinanciero_mx,0,1
8830,xkyz0,3,0
8831,reyesreyesbmx,1,0
8832,zebrafinch,1,0
8833,ed1998e,3,0
8834,joecopeland,2,0
8835,crosscut,0,1
8836,slawrites,0,3
8837,el_li,1,0
8838,neiceworth_ii,1,0
8839,sonwasted,0,1
8840,julipagano18,1,0
8841,sol_donnet,0,1
8842,yurafuwa55,1,0
8843,facuboscacci,1,0
8844,ornesevo,0,4
8845,marioal67739939,1,0
8846,kendric16833547,1,0
8847,faridagrlt,1,0
8848,bonuscr,0,1
8849,v2_lawblog,1,0
8850,berniceservin,1,0
8851,adamscotti,0,1
8852,97diandello,1,0
8853,mjeisy2,1,0
8854,walison_wah,0,1
8855,helens2017,5,0
8856,curtaincallbway,5,20
8857,funhomemusical,0,21
8858,rentmusical,0,19
8859,grunchpop,1,0
8860,anderfinn,0,1
8861,kasferret,2,1
8862,tabletoploot,0,1
8863,allison_k03,3,0
8864,truthbuster,1,0
8865,waysmeanscmte,0,2
8866,mark1dorian,9,0
8867,mabel_huertas,0,3
8868,fiorellaretiz,0,1
8869,claudiacisneros,0,1
8870,carlatello_r,0,1
8871,phill_butters,0,1
8872,yenivilcatoma2,0,1
8873,rosamariabartra,0,1
8874,stapiab,0,1
8875,ermagda,1,0
8876,wearemilpride,1,0
8877,lgbtq_military,0,4
8878,lespookyboo,1,0
8879,mpjackyy,1,0
8880,kadybaj,1,0
8881,ameliekpalmer,1,0
8882,mainesportscomm,5,0
8883,ae_commish,0,3
8884,ualbanywbb,0,3
8885,coachmull2,0,3
8886,hartfordwbb,0,3
8887,coachmvalley,0,3
8888,forever_namu,1,0
8889,camiliviris,0,1
8890,direwestie,2,0
8891,nusferatuzodd,2,0
8892,paulbiagi,1,0
8893,2young2jail,1,0
8894,a4thereader,1,0
8895,ejaf,0,1
8896,_anita_91,1,0
8897,benedm4,1,0
8898,eyeieeasy,1,0
8899,alisonhc3,1,0
8900,westerink_greer,1,0
8901,royalwrecker,1,0
8902,cerdanyola,1,1
8903,puntinfo,0,2
8904,femuac,1,0
8905,newsweekespanol,1,2
8906,salirys,0,1
8907,ygarciapereawf,2,0
8908,albacampo15,1,0
8909,alexillest,2,0
8910,megustalamoda,1,0
8911,camilovegav,1,0
8912,ntelevisa_com,0,1
8913,mrs_baltic,1,0
8914,aarualb,0,1
8915,cfilosofale,1,0
8916,sone_y_zone,1,0
8917,gilmasamuels_,2,0
8918,manu5solis,1,0
8919,25kolia,1,0
8920,muysufrida,0,2
8921,letramoss_,3,0
8922,max_ottawa,1,0
8923,time,0,2
8924,getgudcheesecak,1,0
8925,lauralminor,1,0
8926,vlejvndrx,1,0
8927,mediasetcom,0,6
8928,adallos,18,7
8929,nbcnewyork,0,6
8930,nbcnewspictures,0,4
8931,nbcnewspr,0,2
8932,msnbcphoto,0,4
8933,newsconnectnbc,0,3
8934,rockcenternyc,0,3
8935,johnvoelcker,1,0
8936,2doistoby,0,1
8937,whiteboyandy1,2,0
8938,emamix45,1,0
8939,francoalancay6,0,10
8940,minran23,1,0
8941,maatisammarraie,1,0
8942,fortum,0,1
8943,ayelenlopez_ok,1,0
8944,stephanievazq,2,0
8945,nobody1796,3,0
8946,sapphic_kitten,1,0
8947,lascesarisimas,1,0
8948,clubromo,0,1
8949,claudiaeeee,1,0
8950,jddmm4,1,0
8951,glimm03,1,0
8952,jonatansantos,1,0
8953,eduardoa_thresh,26,2
8954,brianjacobsmith,0,4
8955,tuppence,0,4
8956,msjamieclayton,0,5
8957,freemaofficial,0,4
8958,ma_silvestre,0,4
8959,tinadesai07,0,4
8960,maxriemelt,0,4
8961,toby_onwumere,0,4
8962,maximilienneew1,0,4
8963,theactorpaul,0,4
8964,purab_kohli,0,4
8965,jpvlaplata,1,0
8966,cnicocarvalho,0,1
8967,slyrinthe,3,0
8968,romanticwarrio4,1,0
8969,alejandropuga,3,0
8970,ebsnewts,1,0
8971,unspeakablegoth,0,6
8972,riverakoreano,1,0
8973,2019coco2019,1,0
8974,yasminabraham9,0,1
8975,imsoftx,1,0
8976,taconrajon,0,3
8977,pattrriicee,1,0
8978,glouisbaker,1,0
8979,skyreborn88,1,0
8980,pcossi,1,0
8981,planetalibrosar,0,1
8982,abuelitache,1,0
8983,bambiesvenado,2,0
8984,queondapats,0,1
8985,sussyoh,0,1
8986,y0noexisto,1,0
8987,_juanitooo_,1,0
8988,tavares_thaay,1,0
8989,opamendes,0,1
8990,cass_river,3,0
8991,bayarhasnain,2,0
8992,epithelictor,1,0
8993,mbowerman71,2,0
8994,gbvarshney,1,0
8995,ezequielasun,2,0
8996,qraissa,3,0
8997,rhapsodysbiues,8,0
8998,eliudvaldes1,3,0
8999,linamc_belieber,1,0
9000,meacento,2,0
9001,watwatwwaat,1,0
9002,bibjoanmargarit,4,0
9003,palabrasyletras,1,0
9004,kinkly,8,1
9005,charynpfeuffer,0,1
9006,quincychile,1,0
9007,maccaton,1,0
9008,pumarona,1,0
9009,rosysolisok,1,0
9010,jxcerdanyola,2,0
9011,kitzeldom,2,0
9012,coletitas53,3,0
9013,kaitlin_lewis11,5,0
9014,luvbrains,1,0
9015,arismendi10r,1,0
9016,ufnews,2,0
9017,harnmuseumofart,0,1
9018,vmfa,0,1
9019,cindyjintheoc,1,0
9020,maumartin2,2,0
9021,mabellaranews,0,3
9022,elespectador,0,8
9023,ihre_lavendel,1,0
9024,valesan99,1,0
9025,seattlehsd,3,0
9026,beluuualvarez,1,0
9027,altapeli,0,2
9028,chicoritorey,3,1
9029,gabicerru,0,1
9030,ramonys94,1,0
9031,taichimed,1,0
9032,parqueexplora,0,2
9033,amaraxkat,1,0
9034,sebastianurd,0,13
9035,osorno_julio,1,0
9036,anymarcas,0,3
9037,aixagarzon,1,0
9038,sumfiowrs,3,0
9039,holyguacamolle,1,0
9040,amenartpop,0,6
9041,valeriaxsebas,1,0
9042,notisincelejo,1,0
9043,seiko_kimura5,1,0
9044,hidiveofficial,0,2
9045,brooketr,2,0
9046,manulifenews,0,1
9047,manulife,0,1
9048,fer_dacunha,1,0
9049,shannonminter5,0,2
9050,cdwcareers,2,1
9051,cdwcorp,0,2
9052,mc_mcampo12,1,0
9053,chinaflores0,1,0
9054,fanxmulti98,2,0
9055,virimberti,1,0
9056,kazenakii,1,0
9057,deemian666,3,0
9058,vox_es,0,2
9059,ortega_smith,0,1
9060,jmgovernatori,1,0
9061,eugeosses,0,1
9062,constanmp_,1,0
9063,mueblebar_,0,1
9064,paulaesua,3,0
9065,naiquen23pg,1,0
9066,helenn_r,1,0
9067,anafr76,1,0
9068,maartaabg,1,0
9069,elin2409,1,0
9070,sailorrose19,3,0
9071,houmayor,0,1
9072,pridehouston,0,1
9073,aphrodi28442450,1,0
9074,yogocean,1,0
9075,gmlegacy,0,3
9076,grumpy792,3,0
9077,fhfund,1,0
9078,housing360,0,1
9079,niemi_vanitas,1,1
9080,stella_schoeman,2,1
9081,dany_bg07,3,0
9082,iightvning,2,0
9083,jakeborelli,0,15
9084,dagashell,1,0
9085,gaymeres,0,1
9086,womsnpwr,3,0
9087,lightwoodbxne,4,0
9088,mmarleykaii,2,0
9089,hegreis,1,0
9090,mbarcelata,0,1
9091,ambiimoore,2,0
9092,chiefcanuck,1,0
9093,brenda49429923,2,0
9094,nasablueshift,2,0
9095,goplastdays,3,0
9096,newyorker4biden,1,0
9097,kellssseeyx3,2,0
9098,sattelukossw,1,0
9099,bisexygirlsw,0,2
9100,knightghost,3,0
9101,matevznovak,0,1
9102,patrickswane,7,0
9103,lgtournews,0,1
9104,cjohnston1903,1,0
9105,ctvoicemag,3,1
9106,ctkidgovernor,0,1
9107,chionwolf,0,1
9108,sonablast,4,1
9109,grlwood_band,0,2
9110,forecastle,0,2
9111,governatortony,1,0
9112,ez_mcginty,1,0
9113,scp1922j,1,0
9114,theunluckyghost,1,0
9115,veronicaaaa1218,2,0
9116,loumusiculture,5,0
9117,xionofhearts,1,0
9118,kenagonio,0,4
9119,jui_swk,1,0
9120,quick13,1,0
9121,_m00n_l1ght,1,0
9122,adrian98ms,0,1
9123,juannlo,1,0
9124,oscarleovn,1,0
9125,solemartinez97,3,0
9126,abelcastorela,3,0
9127,aneenoob,1,0
9128,cashrules1k,1,0
9129,sweetestmermaid,0,1
9130,sup4y,1,0
9131,clarensar1901,0,1
9132,offthewallone,1,1
9133,analisis_fundam,1,0
9134,fdo_soliscamara,0,1
9135,eljarcorgueimer,1,0
9136,brimanmaxtroy,1,0
9137,erikare03,1,0
9138,edwardgrajales,0,1
9139,stateofgrace102,3,0
9140,michaelpenaav,1,0
